"set";"pvalue";"beta_gender_male";"beta_ethnicity_other";"beta_ethnicity_afam";"beta_score";"beta_fcollege_no";"beta_mcollege_no";"beta_home_no";"beta_urban_no";"beta_unemp";"beta_wage";"sd_gender_male";"sd_ethnicity_other";"sd_ethnicity_afam";"sd_score";"sd_fcollege_no";"sd_mcollege_no";"sd_home_no";"sd_urban_no";"sd_unemp";"sd_wage"
"899";"0.001";"-0.01";"0.145";"0";"0";"-0.413";"-0.342";"-0.126";"-0.015";"0";"-0.001";"0.028";"0.031";"0";"0";"0.039";"0.045";"0.037";"0.034";"0";"0.011"
"900";"0.007";"-0.009";"0.145";"0";"0";"-0.416";"-0.345";"-0.124";"0";"0.006";"-0.005";"0.028";"0.03";"0";"0";"0.039";"0.045";"0.037";"0";"0.005";"0.011"
"901";"0.003";"-0.006";"0.16";"0";"0";"-0.42";"-0.35";"0";"-0.01";"0.006";"-0.004";"0.028";"0.031";"0";"0";"0.039";"0.045";"0";"0.034";"0.005";"0.011"
"902";"0.008";"-0.009";"0.153";"0";"0";"-0.538";"0";"-0.134";"-0.016";"0.004";"-0.004";"0.028";"0.031";"0";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"903";"0.001";"0";"0.189";"0";"0";"0";"-0.546";"-0.139";"-0.012";"0.002";"-0.003";"0.028";"0.031";"0";"0";"0";"0.042";"0.037";"0.034";"0.005";"0.011"
"904";"0.007";"-0.055";"0";"0.044";"0.04";"-0.272";"-0.249";"-0.065";"-0.03";"0";"0";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0"
"905";"0.006";"-0.054";"0";"0.052";"0.04";"-0.274";"-0.251";"-0.062";"0";"0.005";"0";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"906";"0.001";"-0.054";"0";"0.043";"0.04";"-0.271";"-0.249";"-0.065";"0";"0";"-0.017";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"907";"0.013";"-0.053";"0";"0.041";"0.04";"-0.277";"-0.254";"0";"-0.028";"0.005";"0";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0"
"908";"0.005";"-0.053";"0";"0.032";"0.04";"-0.274";"-0.252";"0";"-0.026";"0";"-0.017";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0";"0.01"
"909";"0.008";"-0.051";"0";"0.039";"0.041";"-0.278";"-0.254";"0";"0";"0.008";"-0.021";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"910";"0.009";"-0.055";"0";"0.059";"0.041";"-0.361";"0";"-0.07";"-0.029";"0.004";"0";"0.027";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"911";"0.01";"-0.055";"0";"0.05";"0.041";"-0.358";"0";"-0.073";"-0.027";"0";"-0.017";"0.027";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"912";"0.01";"-0.053";"0";"0.058";"0.041";"-0.362";"0";"-0.071";"0";"0.007";"-0.021";"0.027";"0";"0.038";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"913";"0.005";"-0.052";"0";"0.046";"0.042";"-0.366";"0";"0";"-0.025";"0.007";"-0.02";"0.027";"0";"0.038";"0.002";"0.034";"0";"0";"0.032";"0.005";"0.01"
"914";"0.006";"-0.051";"0";"0.032";"0.042";"0";"-0.378";"-0.072";"-0.027";"0.003";"0";"0.027";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"915";"0.008";"-0.05";"0";"0.025";"0.042";"0";"-0.376";"-0.074";"-0.026";"0";"-0.018";"0.027";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"916";"0.008";"-0.049";"0";"0.031";"0.042";"0";"-0.379";"-0.073";"0";"0.005";"-0.02";"0.027";"0";"0.038";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"917";"0.005";"-0.048";"0";"0.02";"0.043";"0";"-0.383";"0";"-0.023";"0.005";"-0.02";"0.027";"0";"0.038";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"918";"0.004";"-0.049";"0";"0.041";"0.045";"0";"0";"-0.089";"-0.019";"0.001";"-0.019";"0.027";"0";"0.038";"0.002";"0";"0";"0.035";"0.032";"0.005";"0.01"
"919";"0";"-0.014";"0";"-0.189";"0";"-0.421";"-0.357";"-0.128";"-0.014";"0.004";"0";"0.028";"0";"0.039";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0"
"920";"0";"-0.014";"0";"-0.19";"0";"-0.419";"-0.356";"-0.128";"-0.013";"0";"0.001";"0.028";"0";"0.039";"0";"0.038";"0.045";"0.037";"0.034";"0";"0.011"
"921";"0";"-0.013";"0";"-0.186";"0";"-0.421";"-0.357";"-0.127";"0";"0.004";"-0.001";"0.028";"0";"0.038";"0";"0.039";"0.045";"0.037";"0";"0.005";"0.011"
"922";"0.001";"-0.01";"0";"-0.202";"0";"-0.427";"-0.363";"0";"-0.006";"0.004";"0.001";"0.028";"0";"0.039";"0";"0.039";"0.045";"0";"0.034";"0.005";"0.011"
"923";"0.001";"-0.013";"0";"-0.179";"0";"-0.55";"0";"-0.138";"-0.01";"0.002";"0.001";"0.028";"0";"0.039";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"924";"0.002";"-0.005";"0";"-0.228";"0";"0";"-0.565";"-0.144";"-0.005";"-0.001";"0.003";"0.029";"0";"0.039";"0";"0";"0.041";"0.037";"0.034";"0.005";"0.011"
"925";"0.01";"-0.055";"0";"0";"0.04";"-0.273";"-0.255";"-0.061";"-0.038";"0.005";"0";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0.005";"0"
"926";"0.007";"-0.055";"0";"0";"0.04";"-0.27";"-0.252";"-0.065";"-0.035";"0";"-0.018";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0";"0.01"
"927";"0.008";"-0.053";"0";"0";"0.04";"-0.273";"-0.255";"-0.061";"0";"0.008";"-0.023";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"928";"0.007";"-0.052";"0";"0";"0.04";"-0.277";"-0.257";"0";"-0.033";"0.008";"-0.022";"0.027";"0";"0";"0.002";"0.037";"0.043";"0";"0.031";"0.005";"0.01"
"929";"0.008";"-0.055";"0";"0";"0.041";"-0.362";"0";"-0.07";"-0.036";"0.007";"-0.022";"0.027";"0";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"930";"0.007";"-0.05";"0";"0";"0.042";"0";"-0.381";"-0.073";"-0.031";"0.005";"-0.021";"0.027";"0";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"931";"0.005";"-0.009";"0";"0";"0";"-0.439";"-0.35";"-0.146";"0.013";"0.004";"0.005";"0.028";"0";"0";"0";"0.038";"0.045";"0.037";"0.033";"0.005";"0.011"
"932";"0.006";"0";"-0.089";"-0.015";"0.041";"-0.276";"-0.253";"-0.068";"-0.02";"0";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0"
"933";"0.009";"0";"-0.089";"-0.009";"0.041";"-0.278";"-0.255";"-0.066";"0";"0.005";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"934";"0.008";"0";"-0.085";"-0.014";"0.041";"-0.275";"-0.253";"-0.068";"0";"0";"-0.015";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"935";"0.009";"0";"-0.082";"-0.014";"0.041";"-0.28";"-0.257";"0";"-0.018";"0.005";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0"
"936";"0.008";"0";"-0.079";"-0.019";"0.041";"-0.277";"-0.255";"0";"-0.016";"0";"-0.014";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0";"0.01"
"937";"0.003";"0";"-0.076";"-0.012";"0.041";"-0.281";"-0.258";"0";"0";"0.007";"-0.018";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"938";"0.01";"0";"-0.08";"0.007";"0.042";"-0.366";"0";"-0.073";"-0.019";"0.004";"0";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"939";"0.007";"0";"-0.075";"0.002";"0.042";"-0.363";"0";"-0.075";"-0.019";"0";"-0.015";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"940";"0.01";"0";"-0.073";"0.009";"0.042";"-0.366";"0";"-0.074";"0";"0.006";"-0.019";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"941";"0.01";"0";"-0.066";"0.004";"0.042";"-0.369";"0";"0";"-0.016";"0.006";"-0.018";"0";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0.005";"0.01"
"942";"0.01";"0";"-0.071";"-0.015";"0.043";"0";"-0.383";"-0.074";"-0.018";"0.002";"0";"0";"0.036";"0.045";"0.002";"0";"0.04";"0.035";"0.032";"0.005";"0"
"943";"0.01";"0";"-0.066";"-0.018";"0.043";"0";"-0.381";"-0.076";"-0.018";"0";"-0.016";"0";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"944";"0.008";"0";"-0.065";"-0.012";"0.043";"0";"-0.383";"-0.075";"0";"0.005";"-0.018";"0";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"945";"0.003";"0";"-0.058";"-0.018";"0.043";"0";"-0.387";"0";"-0.015";"0.005";"-0.018";"0";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"946";"0.002";"0";"-0.042";"0.015";"0.045";"0";"0";"-0.09";"-0.014";"0.001";"-0.017";"0";"0.037";"0.046";"0.002";"0";"0";"0.035";"0.033";"0.005";"0.011"
"947";"0";"0";"0.09";"-0.122";"0";"-0.413";"-0.351";"-0.121";"-0.023";"0.004";"0";"0";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0"
"948";"0";"0";"0.089";"-0.126";"0";"-0.41";"-0.35";"-0.121";"-0.022";"0";"-0.002";"0";"0.038";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0";"0.011"
"949";"0";"0";"0.089";"-0.12";"0";"-0.412";"-0.351";"-0.12";"0";"0.005";"-0.005";"0";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0";"0.005";"0.011"
"950";"0.006";"0";"0.101";"-0.129";"0";"-0.417";"-0.356";"0";"-0.017";"0.005";"-0.004";"0";"0.038";"0.047";"0";"0.039";"0.045";"0";"0.034";"0.005";"0.011"
"951";"0";"0";"0.107";"-0.102";"0";"-0.538";"0";"-0.13";"-0.021";"0.003";"-0.004";"0";"0.038";"0.048";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"952";"0.01";"0";"0.127";"-0.136";"0";"0";"-0.551";"-0.135";"-0.019";"0.001";"-0.003";"0";"0.038";"0.048";"0";"0";"0.042";"0.037";"0.034";"0.005";"0.011"
"953";"0.003";"0";"-0.082";"0";"0.041";"-0.279";"-0.255";"-0.068";"-0.021";"0.005";"0";"0";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0"
"954";"0.01";"0";"-0.076";"0";"0.041";"-0.276";"-0.252";"-0.07";"-0.02";"0";"-0.015";"0";"0.031";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0.01"
"955";"0.01";"0";"-0.077";"0";"0.041";"-0.279";"-0.255";"-0.069";"0";"0.007";"-0.019";"0";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"956";"0.009";"0";"-0.067";"0";"0.041";"-0.281";"-0.257";"0";"-0.018";"0.008";"-0.019";"0";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0.01"
"957";"0.007";"0";"-0.074";"0";"0.042";"-0.367";"0";"-0.075";"-0.021";"0.006";"-0.019";"0";"0.031";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"958";"0.008";"0";"-0.056";"0";"0.043";"0";"-0.383";"-0.077";"-0.019";"0.005";"-0.019";"0";"0.031";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"959";"0.003";"0";"0.148";"0";"0";"-0.416";"-0.345";"-0.125";"-0.018";"0.006";"-0.005";"0";"0.031";"0";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0.011"
"960";"0.003";"0";"0";"0.048";"0.04";"-0.274";"-0.252";"-0.062";"-0.03";"0.006";"0";"0";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0"
"961";"0.006";"0";"0";"0.039";"0.04";"-0.27";"-0.25";"-0.065";"-0.028";"0";"-0.018";"0";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0.01"
"962";"0.004";"0";"0";"0.047";"0.04";"-0.274";"-0.252";"-0.063";"0";"0.008";"-0.022";"0";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"963";"0.008";"0";"0";"0.035";"0.04";"-0.277";"-0.255";"0";"-0.027";"0.008";"-0.022";"0";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0.01"
"964";"0.002";"0";"0";"0.054";"0.041";"-0.362";"0";"-0.072";"-0.028";"0.007";"-0.022";"0";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"965";"0.003";"0";"0";"0.027";"0.042";"0";"-0.38";"-0.073";"-0.026";"0.006";"-0.021";"0";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"966";"0";"0";"0";"-0.188";"0";"-0.421";"-0.357";"-0.128";"-0.014";"0.004";"-0.001";"0";"0";"0.039";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0.011"
"967";"0.008";"0";"0";"0";"0.04";"-0.273";"-0.256";"-0.063";"-0.036";"0.008";"-0.023";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0.005";"0.01"
"968";"0.008";"-0.057";"-0.091";"-0.018";"0.041";"-0.278";"-0.253";"-0.07";"-0.021";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0"
"969";"0.01";"-0.056";"-0.092";"-0.012";"0.041";"-0.28";"-0.255";"-0.068";"0";"0.004";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"970";"0.007";"-0.056";"-0.088";"-0.017";"0.041";"-0.277";"-0.253";"-0.07";"0";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"971";"0.008";"-0.055";"-0.084";"-0.017";"0.041";"-0.282";"-0.257";"0";"-0.019";"0.005";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0"
"972";"0.009";"-0.055";"-0.081";"-0.022";"0.041";"-0.279";"-0.255";"0";"-0.017";"0";"-0.014";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0";"0.01"
"973";"0.007";"-0.053";"-0.078";"-0.015";"0.041";"-0.282";"-0.257";"0";"0";"0.007";"-0.018";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"974";"0.01";"-0.057";"-0.082";"0.004";"0.042";"-0.367";"0";"-0.075";"-0.021";"0.003";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"975";"0.004";"-0.057";"-0.078";"-0.001";"0.042";"-0.364";"0";"-0.077";"-0.02";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"976";"0.001";"-0.055";"-0.076";"0.006";"0.042";"-0.367";"0";"-0.076";"0";"0.006";"-0.018";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"977";"0";"-0.054";"-0.069";"0.001";"0.042";"-0.371";"0";"0";"-0.017";"0.006";"-0.018";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0.005";"0.01"
"978";"0.01";"-0.052";"-0.073";"-0.017";"0.043";"0";"-0.383";"-0.076";"-0.019";"0.002";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"979";"0.005";"-0.052";"-0.068";"-0.021";"0.043";"0";"-0.381";"-0.078";"-0.019";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"980";"0.009";"-0.051";"-0.067";"-0.015";"0.043";"0";"-0.383";"-0.077";"0";"0.004";"-0.018";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"981";"0.005";"-0.049";"-0.06";"-0.021";"0.043";"0";"-0.387";"0";"-0.016";"0.004";"-0.017";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"982";"0.01";"-0.05";"-0.044";"0.012";"0.046";"0";"0";"-0.092";"-0.015";"0.001";"-0.017";"0.027";"0.037";"0.046";"0.002";"0";"0";"0.035";"0.033";"0.005";"0.011"
"983";"0.004";"-0.012";"0.089";"-0.123";"0";"-0.413";"-0.351";"-0.121";"-0.024";"0.004";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0"
"984";"0.008";"-0.013";"0.088";"-0.127";"0";"-0.411";"-0.35";"-0.122";"-0.022";"0";"-0.002";"0.028";"0.038";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0";"0.011"
"985";"0.008";"-0.012";"0.089";"-0.121";"0";"-0.413";"-0.351";"-0.12";"0";"0.005";"-0.005";"0.028";"0.038";"0.047";"0";"0.039";"0.045";"0.037";"0";"0.005";"0.011"
"986";"0";"-0.009";"0.101";"-0.129";"0";"-0.417";"-0.356";"0";"-0.017";"0.005";"-0.004";"0.028";"0.038";"0.047";"0";"0.039";"0.045";"0";"0.034";"0.005";"0.011"
"987";"0.003";"-0.011";"0.107";"-0.102";"0";"-0.538";"0";"-0.131";"-0.021";"0.003";"-0.004";"0.028";"0.038";"0.048";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"988";"0";"-0.003";"0.127";"-0.136";"0";"0";"-0.552";"-0.135";"-0.019";"0.001";"-0.003";"0.029";"0.038";"0.048";"0";"0";"0.042";"0.037";"0.034";"0.005";"0.011"
"989";"0.004";"-0.056";"-0.083";"0";"0.041";"-0.28";"-0.254";"-0.07";"-0.022";"0.005";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0"
"990";"0.01";"-0.056";"-0.077";"0";"0.041";"-0.277";"-0.252";"-0.073";"-0.021";"0";"-0.015";"0.027";"0.031";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0.01"
"991";"0.007";"-0.055";"-0.078";"0";"0.041";"-0.281";"-0.254";"-0.071";"0";"0.007";"-0.019";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"992";"0.005";"-0.053";"-0.068";"0";"0.041";"-0.283";"-0.257";"0";"-0.019";"0.007";"-0.018";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0.01"
"993";"0.008";"-0.056";"-0.075";"0";"0.042";"-0.368";"0";"-0.077";"-0.022";"0.006";"-0.018";"0.027";"0.031";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"994";"0.004";"-0.051";"-0.057";"0";"0.043";"0";"-0.383";"-0.079";"-0.02";"0.005";"-0.018";"0.027";"0.031";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"995";"0.001";"-0.009";"0.148";"0";"0";"-0.416";"-0.345";"-0.126";"-0.018";"0.006";"-0.005";"0.028";"0.031";"0";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0.011"
"996";"0.007";"-0.054";"0";"0.046";"0.04";"-0.275";"-0.252";"-0.064";"-0.032";"0.005";"0";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0"
"997";"0.008";"-0.054";"0";"0.037";"0.04";"-0.272";"-0.249";"-0.067";"-0.03";"0";"-0.017";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0.01"
"998";"0.008";"-0.053";"0";"0.046";"0.04";"-0.276";"-0.252";"-0.065";"0";"0.008";"-0.022";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"999";"0.008";"-0.052";"0";"0.034";"0.041";"-0.278";"-0.255";"0";"-0.028";"0.008";"-0.021";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0.01"
"1000";"0.003";"-0.054";"0";"0.052";"0.041";"-0.363";"0";"-0.073";"-0.029";"0.007";"-0.021";"0.027";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"1001";"0.006";"-0.05";"0";"0.026";"0.042";"0";"-0.38";"-0.075";"-0.027";"0.005";"-0.021";"0.027";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"1002";"0";"-0.013";"0";"-0.189";"0";"-0.421";"-0.357";"-0.128";"-0.014";"0.004";"-0.001";"0.028";"0";"0.039";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0.011"
"1003";"0.007";"-0.054";"0";"0";"0.04";"-0.275";"-0.255";"-0.065";"-0.038";"0.008";"-0.023";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0.005";"0.01"
"1004";"0.005";"0";"-0.087";"-0.011";"0.041";"-0.279";"-0.255";"-0.068";"-0.022";"0.005";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0"
"1005";"0.009";"0";"-0.083";"-0.016";"0.041";"-0.276";"-0.253";"-0.07";"-0.02";"0";"-0.015";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0.01"
"1006";"0.005";"0";"-0.08";"-0.008";"0.041";"-0.279";"-0.255";"-0.068";"0";"0.007";"-0.019";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"1007";"0.01";"0";"-0.073";"-0.014";"0.041";"-0.281";"-0.258";"0";"-0.019";"0.007";"-0.019";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0.01"
"1008";"0.004";"0";"-0.071";"0.007";"0.042";"-0.366";"0";"-0.075";"-0.021";"0.006";"-0.019";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"1009";"0.009";"0";"-0.062";"-0.014";"0.043";"0";"-0.384";"-0.076";"-0.02";"0.005";"-0.019";"0";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"1010";"0";"0";"0.092";"-0.122";"0";"-0.413";"-0.352";"-0.121";"-0.024";"0.005";"-0.005";"0";"0.038";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0.011"
"1011";"0.007";"0";"-0.073";"0";"0.041";"-0.279";"-0.255";"-0.07";"-0.023";"0.008";"-0.019";"0";"0.031";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0.01"
"1012";"0.008";"0";"0";"0.041";"0.04";"-0.275";"-0.253";"-0.066";"-0.031";"0.008";"-0.022";"0";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0.01"
"1013";"0.007";"-0.056";"-0.089";"-0.014";"0.041";"-0.28";"-0.255";"-0.07";"-0.023";"0.005";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0"
"1014";"0.006";"-0.056";"-0.085";"-0.019";"0.041";"-0.277";"-0.253";"-0.072";"-0.022";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0.01"
"1015";"0.002";"-0.055";"-0.083";"-0.011";"0.041";"-0.28";"-0.255";"-0.07";"0";"0.007";"-0.019";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"1016";"0.005";"-0.054";"-0.076";"-0.017";"0.041";"-0.283";"-0.258";"0";"-0.02";"0.007";"-0.018";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0.01"
"1017";"0.003";"-0.056";"-0.073";"0.004";"0.042";"-0.368";"0";"-0.078";"-0.022";"0.006";"-0.018";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"1018";"0.009";"-0.051";"-0.065";"-0.017";"0.043";"0";"-0.384";"-0.078";"-0.021";"0.004";"-0.018";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"1019";"0.002";"-0.012";"0.092";"-0.123";"0";"-0.413";"-0.352";"-0.122";"-0.024";"0.005";"-0.005";"0.028";"0.038";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0.011"
"1020";"0.005";"-0.055";"-0.074";"0";"0.041";"-0.281";"-0.255";"-0.072";"-0.024";"0.007";"-0.019";"0.027";"0.031";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0.01"
"1021";"0.002";"-0.053";"0";"0.04";"0.04";"-0.276";"-0.252";"-0.068";"-0.032";"0.008";"-0.022";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0.01"
"1022";"0.007";"0";"-0.077";"-0.01";"0.041";"-0.279";"-0.256";"-0.07";"-0.023";"0.007";"-0.019";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0.01"
"1023";"0.007";"-0.055";"-0.08";"-0.014";"0.041";"-0.281";"-0.255";"-0.072";"-0.024";"0.007";"-0.019";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0.032";"0.005";"0.01"
